0	0.0291647
0.00613592	-0.0691086
0.0122718	0.030152
0.0184078	0.0919324
0.0245437	0.00825699
0.0306796	-0.0261862
0.0368155	-0.00952276
0.0429515	0.112596
0.0490874	0.0647174
0.0552233	0.00490518
0.0613592	0.130509
0.0674952	0.0857651
0.0736311	0.102282
0.079767	0.101786
0.0859029	0.141644
0.0920388	0.0950616
0.0981748	0.125342
0.104311	0.0457395
0.110447	0.0776145
0.116583	0.100226
0.122718	0.163624
0.128854	0.0671564
0.13499	0.196094
0.141126	0.170859
0.147262	0.0704966
0.153398	0.179886
0.159534	0.0982737
0.16567	0.161235
0.171806	0.190541
0.177942	0.174651
0.184078	0.239093
0.190214	0.237812
0.19635	0.117493
0.202485	0.275038
0.208621	0.162847
0.214757	0.228987
0.220893	0.166312
0.227029	0.237673
0.233165	0.238588
0.239301	0.305463
0.245437	0.305859
0.251573	0.17221
0.257709	0.263621
0.263845	0.274385
0.269981	0.245896
0.276117	0.337223
0.282252	0.295264
0.288388	0.236266
0.294524	0.245306
0.30066	0.345503
0.306796	0.237772
0.312932	0.316037
0.319068	0.280994
0.325204	0.27176
0.33134	0.363698
0.337476	0.362023
0.343612	0.26206
0.349748	0.321694
0.355884	0.313824
0.362019	0.370568
0.368155	0.336575
0.374291	0.35297
0.380427	0.436465
0.386563	0.39992
0.392699	0.374112
0.398835	0.356938
0.404971	0.432781
0.411107	0.338263
0.417243	0.449238
0.423379	0.457161
0.429515	0.364635
0.435651	0.450871
0.441786	0.382524
0.447922	0.372544
0.454058	0.481078
0.460194	0.509969
0.46633	0.402464
0.472466	0.395878
0.478602	0.496522
0.484738	0.480097
0.490874	0.440845
0.49701	0.454588
0.503146	0.504491
0.509282	0.550791
0.515418	0.562852
0.521553	0.558923
0.527689	0.51969
0.533825	0.575609
0.539961	0.51776
0.546097	0.468609
0.552233	0.529767
0.558369	0.502827
0.564505	0.598387
0.570641	0.610497
0.576777	0.495436
0.582913	0.478497
0.589049	0.579298
0.595185	0.549989
0.60132	0.621049
0.607456	0.638505
0.613592	0.518818
0.619728	0.551707
0.625864	0.604387
0.632	0.566744
0.638136	0.607351
0.644272	0.661667
0.650408	0.593653
0.656544	0.551584
0.66268	0.57298
0.668816	0.572216
0.674952	0.697779
0.681087	0.702442
0.687223	0.704446
0.693359	0.656346
0.699495	0.70187
0.705631	0.586513
0.711767	0.575256
0.717903	0.731997
0.724039	0.611641
0.730175	0.663431
0.736311	0.624626
0.742447	0.620141
0.748583	0.711147
0.754719	0.652767
0.760854	0.641268
0.76699	0.691542
0.773126	0.672103
0.779262	0.630754
0.785398	0.720209
0.791534	0.707847
0.79767	0.654012
0.803806	0.64991
0.809942	0.691555
0.816078	0.726161
0.822214	0.748758
0.82835	0.692473
0.834486	0.804305
0.840621	0.773019
0.846757	0.723999
0.852893	0.725587
0.859029	0.681406
0.865165	0.74115
0.871301	0.787566
0.877437	0.836953
0.883573	0.735736
0.889709	0.77932
0.895845	0.728892
0.901981	0.821743
0.908117	0.711724
0.914253	0.816722
0.920388	0.755082
0.926524	0.845087
0.93266	0.800646
0.938796	0.735547
0.944932	0.888324
0.951068	0.864871
0.957204	0.891315
0.96334	0.794967
0.969476	0.869419
0.975612	0.836872
0.981748	0.86119
0.987884	0.806319
0.99402	0.839139
1.00016	0.779143
1.00629	0.814007
1.01243	0.865138
1.01856	0.822604
1.0247	0.838362
1.03084	0.902707
1.03697	0.914755
1.04311	0.907768
1.04924	0.909822
1.05538	0.796147
1.06151	0.939289
